0,1.45647E+14,The Voice of China 中国好声�?tvshow,,
1,1.91483E+11,U.S. Consulate General Mumbai,government,
2,1.44761E+14,ESET,company,
3,5.687E+14,Consulate General of Switzerland in Montreal,government,
4,1.40894E+15,Mark Bailey MP - Labor for Miller,politician,
5,1.34465E+14,Victor Dominello MP,politician,
6,2.82657E+14,Jean-Claude Poissant,politician,
7,2.39338E+14,Deputado Ademir Camilo,politician,
8,5.44818E+14,T.C. Mezar-ı Şerif Başkonsolosluğu,government,
9,2.85156E+11,Army ROTC Fighting Saints Battalion,government,
10,2.95295E+14,NASA Student Launch,government,
11,8.37707E+14,Eliziane Gama,politician,
12,1.89778E+11,Socialstyrelsen,government,
13,1.53345E+14,Brisbane Water LAC - NSW Police Force,government,
14,3.74623E+11,NASA's Marshall Space Flight Center,government,
15,1.35948E+14,Municipio de Lomas de Zamora,government,
16,2.18961E+14,Die Techniker (TK),company,
17,6.03089E+14,Digvijaya Singh,politician,
18,1.07219E+11,1st Armored Division Sustainment Brigade,government,
19,2.88891E+11,Shapeways,company,
20,2.0075E+14,Françoise Guégot,politician,
21,3.12379E+14,Hydro Coco,company,
22,1.97258E+14,Embassy of the Netherlands in Uganda,government,
23,1.21926E+14,Ford Danmark,company,
24,1.27122E+14,Schweppes Australia,company,
25,9615015947,TalkTalk,company,
26,1.36577E+11,National Institute of General Medical Sciences,government,
27,2.20207E+14,Poppy Cat,tvshow,
28,77064798220,Tahiti Tourisme,company,
29,3.14467E+14,Marriott Rewards,company,
30,2.39471E+14,TeleCentro,company,
31,1.08737E+15,Ministerio de Comunicaciones de la República Argentina,government,
32,1.15145E+14,Policía Nacional de los Colombianos,government,
33,1.39151E+14,Lance Gooden,politician,
34,3.2456E+14,Ivan ŠTEFANEC,politician,
35,1.15179E+14,Omoda,company,
36,3.34484E+11,Sunrun,company,
37,3.67794E+11,NCBI - National Center for Biotechnology Information,government,
38,3.12747E+14,T.C. Niamey Büyükelçiliği/ Ambassade de Turquie à Niamey,government,
39,4.03072E+14,Tennessee Secretary of State,government,
40,1.801E+14,張宏�?politician,,
41,30577197161,Nuevo León Extraordinario,government,
42,57816252527,Honey Bunches of Oats,company,
43,2.16179E+14,St. Cloud VA Health Care System,government,
44,1.5077E+15,APB FOX,tvshow,
45,5830082681,Volaris,company,
46,3.91321E+14,Eduardo Barbosa,politician,
47,5.1899E+14,Service de police de la Ville de Montréal - SPVM,government,
48,3.27771E+14,Hotel Indigo,company,
49,1.30097E+11,Digicel,company,
50,1.26292E+14,Alabama Ecological Services Field Office,government,
51,3.46648E+14,Ulli Sima,politician,
52,1.38874E+15,식샤를합시다,tvshow,
53,6.24418E+14,LION,company,
54,1.23186E+14,Policía de Seguridad Aeroportuaria,government,
55,1.41019E+14,Abendschau,tvshow,
56,3.78134E+14,"Historic Preservation Division, Illinois Department of Natural Resources",government,
57,2.5154E+11,KOHLER,company,
58,6.76808E+14,Narragansett Fire Department,government,
59,89324781720,Pat Toomey,politician,
60,1.49384E+15,Jean Rioux,politician,
61,30968512668,Windows,company,
62,1.53947E+14,Manolo Jiménez Salinas,politician,
63,4.45111E+14,Tune Hotels,company,
64,2.77035E+14,Préfète de la Lozère,government,
65,2.88263E+14,GoBank,company,
66,1.90073E+11,Green & Black's,company,
67,1.43512E+15,Jennifer Newman,politician,
68,1.28837E+14,SVT Kortfilm,tvshow,
69,2.48467E+11,Toute la vérité,tvshow,
70,49649942718,Modern Marvels,tvshow,
71,1.00892E+15,Monika Lazar,politician,
72,5.01376E+14,T.C. Boston Başkonsolosluğu-Turkish Consulate General in Boston,government,
73,1.39782E+14,Benjamin Strasser,politician,
74,1.43005E+15,Embajada de Rumania en Buenos Aires,government,
75,3.95873E+14,"Headquarters and Headquarters Company (HHC), 16th Military Police Brigade",government,
76,3.2851E+14,Lazada Super Moms,company,
77,1.41553E+15,Fernando Ruas,politician,
78,7.28734E+14,Victoria Prentis,politician,
79,5.37192E+14,11.22.63,tvshow,
80,1.67495E+15,Національна поліція України,government,
81,1.33075E+14,Jurado Nacional de Elecciones del Perú,government,
82,3.45613E+14,Mike Nahan,politician,
83,1.17709E+14,RAF Recruitment,government,
84,1.49039E+14,Ansbach Housing,government,
85,2.36384E+14,The BCDA Group,government,
86,1.13474E+14,Pirkka,company,
87,1.41353E+15,Ambassade du Canada en Islande,government,
88,70710067457,"United States Embassy - Riga, Latvia",government,
89,6.17957E+14,Michal Rozin מיכל רוזין,politician,
90,2.6407E+14,Stop Fraud Colorado,government,
91,2.1915E+11,3 Musketeers,company,
92,1.81415E+14,EVA Airways Corp. 長榮航空,company,
93,3.88614E+14,Vilson Covatti,politician,
94,1.12236E+11,Export Gov,government,
95,4.73799E+14,Fabiana Dadone,politician,
96,1.39152E+14,Noticias Univision Florida Central,tvshow,
97,6.98128E+14,Kevin Michel MLA,politician,
98,2.11815E+14,Soldier On / Sans Limites,government,
99,2.96432E+14,Bericht aus Berlin,tvshow,
100,2.04645E+15,Préfecture de police des Bouches-du-Rhône,government,
101,1.04514E+14,The X Factor (USA),tvshow,
102,1.44128E+14,Ochsner Sport,company,
103,1.69015E+14,林淑�?politician,,
104,1.71774E+15,Ministerio de Educación de la Nación Argentina,government,
105,1.33162E+14,Aviva,company,
106,1.45795E+14,Chad Griffith - Lake Macquarie,politician,
107,1.51049E+14,Red Bull MOBILE,company,
108,84890878270,Dan Drew,politician,
109,1.13077E+14,Bronisław Komorowski,politician,
110,1.80643E+14,CERT-RO,government,
111,4.45821E+14,Inside Amy Schumer,tvshow,
112,1.31588E+11,U.S. Presidential Scholars Program,government,
113,4.04949E+14,Senator James McGrath,politician,
114,1.65787E+14,"Philippe Noguès, une voix de gauche",politician,
115,1.60653E+14,Crackets,company,
116,4.40677E+14,Sebastian Galmarini,politician,
117,1.09295E+14,RECLAME,tvshow,
118,19027744005,Vesna Pusić,politician,
119,1.09735E+14,Barwy Szczęścia,tvshow,
120,1.23905E+14,Ejército Nacional de Colombia,government,
121,2.36123E+14,"City of Fremont, CA Government",government,
122,1.87587E+14,Procuraduría General de la República,government,
123,4.40869E+14,USAID Pakistan,government,
124,7.26316E+14,Doritos,company,
125,5.03106E+14,Disneyland Jobs,company,
126,1.24158E+14,ESET,company,
127,3.54595E+14,GovX,company,
128,2.43173E+11,New York Style,company,
129,1.73348E+11,Governor Jan Brewer,politician,
130,1.72313E+14,USAID Eastern and Southern Caribbean,government,
131,4.41049E+14,Bouchon Bistro,company,
132,4.28206E+14,DON Smallgoods,company,
133,1.35382E+14,Sandia National Labs,government,
134,3.68446E+11,Academy Sports + Outdoors,company,
135,1.01777E+11,AIDA,company,
136,6.3192E+14,Canada and Iran,government,
137,2.72511E+14,豐原監理�?government,,
138,1.21538E+14,Peter Kraus,politician,
139,7.70543E+14,Jumia,company,
140,3.68705E+14,SoFlo TASTE,tvshow,
141,91116022514,White Collar,tvshow,
142,3.79228E+14,B&G Pickles & Peppers,company,
143,1.8388E+15,194th Wing,government,
144,62894440884,Bajnai Gordon,politician,
145,1.77828E+14,Michael Leutert,politician,
146,1.40371E+15,Uwe Schünemann MdL,politician,
147,1.34965E+14,MOPC Paraguay,government,
148,1.44879E+14,New York City Law Department,government,
149,3.19502E+14,KLM México,company,
150,97279934919,BP America,company,
151,7.86036E+14,Au secours de Béatrice,tvshow,
152,9885974987,Dragons' Den,tvshow,
153,5.94399E+14,hessenschau,tvshow,
154,61828104655,City of Kitchener,government,
155,1.75986E+14,Kátia Abreu,politician,
156,1.38598E+15,Jakob von Weizsäcker,politician,
157,2.1619E+14,US National Weather Service Blacksburg VA,government,
158,3.80383E+14,Mirinda Arabia,company,
159,1.67395E+14,JRTC and Fort Polk,government,
160,4.43443E+14,Department of Transport,government,
161,7.50282E+14,UR Orka plugga,tvshow,
162,2.32287E+14,Jayant Sinha,politician,
163,2.21775E+14,Cancelaria de Stat a Republicii Moldova,government,
164,2.33815E+11,Comunidad Movistar Argentina,company,
165,1.02602E+14,German Consulate General Vancouver,government,
166,6.55426E+14,Turkish Presidency,government,
167,1.19837E+11,US Embassy Abu Dhabi,government,
168,1.72681E+14,Matrix Professional Haircare & Color,company,
169,7.17847E+14,Laboratório Hacker - Câmara dos Deputados,government,
170,6.32551E+14,صندوق أبوظبي للمعاشات,government,
171,6.507E+14,The Belgian Navy,government,
172,2.89924E+11,Ridestore,company,
173,1.34471E+14,European Union in Israel,government,
174,1.61735E+15,Bosch Herramientas Eléctricas Profesionales y Accesorios,company,
175,1.14445E+14,Deportes CNN,tvshow,
176,1.7497E+11,Horacio Rodríguez Larreta,politician,
177,2.17553E+14,Ministerio de Trabajo El Salvador,government,
178,5.54754E+14,Clangers,tvshow,
179,1.94981E+14,Hoka One One,company,
180,2.6834E+14,Gavin Shuker MP,politician,
181,1.74298E+14,Peace Corps Comoros,government,
182,7.73666E+14,NSW SES Glen Innes,government,
183,1.89427E+14,Christchurch City Council,government,
184,1.26442E+14,KLM Russia,company,
185,28768797221,Ghost Whisperer,tvshow,
186,4.33213E+14,曹嘉�?politician,,
187,4.64999E+14,Bill Shorten MP,politician,
188,1.3189E+14,Black Hills VA Health Care System,government,
189,1.96397E+14,"Ministry of Micro, Small and Medium Enterprises,Government of India",government,
190,2.60508E+14,Vigor Brasil,company,
191,2.05988E+14,Ruth Ellen Brosseau,politician,
192,1.52763E+14,Philippine Embassy in Thailand,government,
193,1.67543E+14,Atmosphere,company,
194,1.34781E+14,Região da capital dos EUA,company,
195,8.51584E+14,Mauricio Osorio Domínguez,politician,
196,4.18893E+14,Préfet de Loir et Cher,government,
197,1.43198E+15,U.S. Forest Service,government,
198,1.11151E+14,Johnnie’s New York Pizzeria,company,
199,1.32946E+14,7-Eleven Australia,company,
200,5.16726E+14,Brendan Boyle,politician,
201,1.64169E+14,ABC Lebanon,company,
202,4.41908E+14,Paolo De Castro,politician,
203,1.99793E+14,Benedita da Silva,politician,
204,2.55751E+14,Norteñita,company,
205,79167160914,Tablespoon.com,company,
206,1.54408E+14,UPRA Colombia,government,
207,1.2336E+14,"Woodstock Police, GA",government,
208,1.50144E+15,關務�?government,,
209,2.94019E+14,Ileana Argentin,politician,
210,7.96066E+14,Karen Ludwig,politician,
211,8.88932E+14,Ryszard Wilczyński,politician,
212,3.51339E+14,Dilma Rousseff,politician,
213,2.49087E+14,Tuggerah Lakes LAC - NSW Police Force,government,
214,6.68624E+14,Travel Alberta,company,
215,1.6413E+11,Museos del Banco de la República,government,
216,3.55565E+14,Dagmar Ziegler MdB,politician,
217,3.3025E+11,Jeremy Corbyn,politician,
218,1.11101E+14,Secretaría de Gobernación,government,
219,1.59204E+15,352d Special Operations Wing,government,
220,6.10013E+14,Sharon Hodgson,politician,
221,17433690754,Glassdoor,company,
222,1.52492E+14,NSW SES - Hornsby Unit,government,
223,1.41652E+14,500 Startups,company,
224,3.74757E+14,Front Street Animal Shelter - City of Sacramento,government,
225,2.31656E+14,Lorenz Caffier,politician,
226,1.48135E+14,Cuarto Milenio,tvshow,
227,1.95185E+11,Pillsbury,company,
228,1.45995E+14,Fort Bragg Wildlife Branch,government,
229,4.19439E+14,Peppe De Cristofaro,politician,
230,1.78873E+14,Metin Hakverdi,politician,
231,1.79486E+14,Kathleen Lynch,politician,
232,9.54835E+14,UNLV Police Services,government,
233,1.17283E+14,Covert Affairs,tvshow,
234,5.5474E+14,Councillor Adam Allan,politician,
235,1.70179E+14,澎湖縣政�?government,,
236,1.17737E+14,M&M’S Italia,company,
237,28613018301,Baci Perugina,company,
238,1.6058E+14,European Union in Thailand,government,
239,6.17033E+14,Florian Toncar,politician,
240,1.91811E+14,Go Coast Guard,government,
241,65727594614,Brandon Creighton,politician,
242,1.52885E+15,Arizona Capitol Museum,government,
243,7.80522E+14,"Flight Centre Travel Group, The Americas",company,
244,3.30566E+14,Sergio Casas,politician,
245,71091028689,Sleep Number Careers,company,
246,6.69243E+14,Bodo Ramelow,politician,
247,1.60312E+14,GO! Das Motormagazin,tvshow,
248,2.23049E+14,KLM Argentina,company,
249,2.9333E+14,"Metro Railway, Kolkata",government,
250,1.46941E+14,Samsung,company,
251,1.12857E+14,LowLow,company,
252,1.15745E+14,Kingdom of the Netherlands in Canada,government,
253,1.64371E+15,Göç İdaresi Genel Müdürlüğü,government,
254,3.9011E+14,Rodriguez Army Health Clinic,government,
255,1.11132E+11,BoA,company,
256,9.84666E+14,Valdis Dombrovskis,politician,
257,1.13187E+15,Alex Zeyer,politician,
258,1.48886E+14,The Profit,tvshow,
259,1.63973E+14,Emine SARI Official,company,
260,4.30791E+14,宜蘭縣政府衛生局,government,
261,4.70873E+14,舞吧舞吧在一�?tvshow,,
262,1.80049E+14,Windows,company,
263,1.48399E+15,Old Home Love,tvshow,
264,43394094549,Man v. Food Nation,tvshow,
265,1.55424E+15,聽見幸福,tvshow,
266,6.87001E+14,臺北市政府消防局,government,
267,46612109048,Superbook,tvshow,
268,1.83554E+14,Richard Acuña N.,politician,
269,4.9567E+14,Παύλος Πολάκης / Pavlos Polakis,politician,
270,1.94091E+14,"Troop Command Family Readiness Group, Brooke Army Medical Center",government,
271,32533512985,Maxis,company,
272,8.77945E+14,Ali Atalan,politician,
273,2.73433E+14,China Eastern Air(동방항공),company,
274,5.71237E+14,Fashion Queens,tvshow,
275,2.10016E+14,Al Jazeera America Presents,tvshow,
276,1.3512E+14,ASADA,government,
277,2.14544E+14,US National Weather Service Detroit / Pontiac Michigan,government,
278,1.23151E+11,Arnold Bread,company,
279,2.12618E+14,UP&GO,company,
280,1.52407E+15,Digicel,company,
281,1.20385E+14,صباح الخير يا عرب,tvshow,
282,1.17855E+14,Jersey Couture,tvshow,
283,7.98228E+14,Louise Schack Elholm,politician,
284,1.05479E+14,Goodluck Jonathan,politician,
285,1.9736E+11,Canada Explorez sans fin,company,
286,1.19862E+14,Subway UK & Ireland,company,
287,1.05532E+11,Milk,company,
288,1.65502E+11,Lenovo Malaysia,company,
289,1.64854E+14,Ministero degli Affari Esteri e della Cooperazione Internazionale,government,
290,5.6884E+14,Marie-Claude Bibeau,politician,
291,1.46906E+15,Dagoberto Nogueira,politician,
292,5.94819E+14,Consulado General del Perú en Frankfurt,government,
293,4.86301E+14,Ignazio Cassis,politician,
294,1.0851E+15,Azərbaycan Respublikası Müdafiə Nazirliyi,government,
295,4.34953E+14,The Voice of the Philippines,tvshow,
296,2.05572E+14,US National Weather Service Topeka Kansas,government,
297,67556672348,Unang Hirit,tvshow,
298,18560189277,The Secret Life of the American Teenager,tvshow,
299,1.71978E+14,Andhra Pradesh Tourism,government,
300,1.27922E+14,Dunedin City Council,government,
301,1.63157E+14,319th MPAD,government,
302,1.13413E+14,Murray Rankin,politician,
303,2.13173E+14,Austrian Office Taipei 奧地利台北辦事處,government,
304,12635800428,John Key,politician,
305,9.46492E+14,Attorney-General's Department,government,
306,6185812851,American Express,company,
307,3.1832E+11,British Army,government,
308,2.25687E+14,German Embassy Colombo,government,
309,4.60968E+14,Embassy of Belgium in Zagreb,government,
310,3.62925E+14,Mascotas Argentinas - Protenencia,government,
311,2.06759E+14,Ellen Sandell,politician,
312,2.41601E+14,TrueNorth,company,
313,2.21768E+14,Transport for NSW,government,
314,1.24919E+15,Antje Tillmann,politician,
